,BLOCKSPLITID,AREAPORTION,HH10,HH19,HH10PORTION,HH19PORTION
29469,490490104081012_0,1.0,4.0,15.0,1.0,1.0
29470,490490103042050_0,1.0,32.0,47.0,1.0,1.0
29471,490490102153006_0,1.0,22.0,22.0,1.0,1.0
29472,490490104113013_0,1.0,0.0,0.0,1.0,1.0
29473,490490101093050_0,1.0,0.0,0.0,1.0,1.0
29474,490490102102050_0,1.0,2.0,2.0,1.0,1.0
29475,490490104071002_0,1.0,6.0,6.0,1.0,1.0
29476,490490102183008_0,1.0,2.0,2.0,1.0,1.0
29477,490490104062004_0,1.0,0.0,0.0,1.0,1.0
29478,490490102171007_1,0.4971626766428802,0.0,12.0,0.4971626766428802,1.0
29479,490490102171007_2,0.5028373233571198,0.0,0.0,0.5028373233571198,0.0
29480,490490104062078_1,0.6466665734929368,1.0,1.0,1.0,1.0
29481,490490104062078_2,0.3533334265070632,0.0,0.0,0.0,0.0
29482,490490101131252_1,0.12070906387995826,0.0,0.0,0.12070906387995826,0.12070906387995826
29483,490490101131252_2,0.8792909361200417,0.0,0.0,0.8792909361200417,0.8792909361200417
29484,490490103041018_0,1.0,0.0,0.0,1.0,1.0
29485,490490101131480_0,1.0,0.0,0.0,1.0,1.0
29486,490490102151000_0,1.0,0.0,0.0,1.0,1.0
29487,490490101093066_1,0.4363802061910556,0.0,0.0,0.4363802061910556,0.4363802061910556
29488,490490101093066_2,0.13086412486694624,0.0,0.0,0.13086412486694624,0.13086412486694624
29489,490490101093066_3,0.432755668941998,0.0,0.0,0.432755668941998,0.432755668941998
29490,490490104091012_0,1.0,2.0,4.0,1.0,1.0
29491,490490102082017_0,1.0,0.0,0.0,1.0,1.0
29492,490490104061028_0,1.0,0.0,0.0,1.0,1.0
29493,490490104092021_0,1.0,33.0,36.0,1.0,1.0
29494,490490102173012_0,1.0,0.0,0.0,1.0,1.0
29495,490490104112019_0,1.0,14.0,16.0,1.0,1.0
29496,490490104102049_0,1.0,15.0,15.0,1.0,1.0
29497,490490102143002_0,1.0,8.0,8.0,1.0,1.0
29498,490490105032091_0,1.0,2.0,2.0,1.0,1.0
29499,490490104111034_1,0.4030978217337661,5.0,5.0,1.0,1.0
29500,490490104111034_2,0.5969021782662338,0.0,0.0,0.0,0.0
29501,490490102112012_0,1.0,5.0,5.0,1.0,1.0
29502,490490102101010_1,0.1325490964097238,9.0,10.0,1.0,1.0
29503,490490102101010_2,0.8674509035902762,0.0,0.0,0.0,0.0
29504,490490104113226_0,1.0,4.0,11.0,1.0,1.0
29505,490490104111267_1,0.6605361426738554,0.0,0.0,0.6605361426738554,0.6605361426738554
29506,490490104111267_2,0.3394638573261445,0.0,0.0,0.3394638573261445,0.3394638573261445
29507,490490104113020_1,0.3760626888387637,0.0,0.0,0.3760626888387637,0.3760626888387637
29508,490490104113020_2,0.6239373111612363,0.0,0.0,0.6239373111612363,0.6239373111612363
29509,490490101122100_0,1.0,0.0,0.0,1.0,1.0
29510,490490101131267_1,0.9486321900184319,0.0,0.0,0.9486321900184319,0.9486321900184319
29511,490490101131267_2,0.004438248966599358,0.0,0.0,0.004438248966599358,0.004438248966599358
29512,490490101131267_3,0.04692956101496878,0.0,0.0,0.04692956101496878,0.04692956101496878
29513,490490105042002_0,1.0,0.0,0.0,1.0,1.0
29514,490490101131285_0,1.0,0.0,0.0,1.0,1.0
29515,490490102153039_0,1.0,1.0,1.0,1.0,1.0
29516,490490103041039_1,0.7432050713145443,0.0,0.0,0.7432050713145443,0.7432050713145443
29517,490490103041039_2,0.25679492868545567,0.0,0.0,0.25679492868545567,0.25679492868545567
29518,490490102181010_0,1.0,9.0,9.0,1.0,1.0
29519,490490101122116_0,1.0,0.0,0.0,1.0,1.0
29520,490490101131015_1,0.00014916104534457245,0.0,0.0,0.00014916104534457245,0.00014916104534457245
29521,490490101131015_2,0.9998508389546554,0.0,0.0,0.9998508389546554,0.9998508389546554
29522,490490101093016_0,1.0,4.0,6.0,1.0,1.0
29523,490490101131036_0,1.0,0.0,0.0,1.0,1.0
29524,490490105032017_0,1.0,0.0,0.0,1.0,1.0
29525,490490104111175_1,0.9924649860059445,0.0,0.0,0.9924649860059445,0.9924649860059445
29526,490490104111175_2,0.0075350139940555385,0.0,0.0,0.0075350139940555385,0.0075350139940555385
29527,490490102193006_0,1.0,51.0,68.0,1.0,1.0
29528,490490104102041_0,1.0,0.0,0.0,1.0,1.0
29529,490490104113179_0,1.0,2.0,2.0,1.0,1.0
29530,490490104113063_0,1.0,5.0,11.0,1.0,1.0
29531,490490104113077_0,1.0,0.0,0.0,1.0,1.0
29532,490490102093026_0,1.0,0.0,0.0,1.0,1.0
29533,490490104091056_0,1.0,0.0,0.0,1.0,1.0
29534,490490105041049_0,1.0,0.0,0.0,1.0,1.0
29535,490490104111300_0,1.0,0.0,0.0,1.0,1.0
29536,490490104072006_0,1.0,0.0,0.0,1.0,1.0
29537,490490101093062_0,1.0,0.0,0.0,1.0,1.0
29538,490490104113151_1,0.5367711501600608,51.0,82.0,0.5151515151515151,0.6029411764705882
29539,490490104113151_2,0.28478966144474,48.0,54.0,0.48484848484848486,0.39705882352941174
29540,490490104113151_3,0.17843918839519923,0.0,0.0,0.0,0.0
29541,490490104101031_0,1.0,0.0,0.0,1.0,1.0
29542,490490104062088_1,0.032371602093076345,0.0,0.0,0.0,0.0
29543,490490104062088_2,0.9676283979069237,1.0,1.0,1.0,1.0
29544,490490104113256_0,1.0,0.0,0.0,1.0,1.0
29545,490490102142026_0,1.0,25.0,39.0,1.0,1.0
29546,490490103052049_0,1.0,0.0,0.0,1.0,1.0
29547,490490102132004_0,1.0,0.0,0.0,1.0,1.0
29548,490490104092096_0,1.0,0.0,0.0,1.0,1.0
29549,490490104111288_0,1.0,0.0,0.0,1.0,1.0
29550,490490102202021_0,1.0,24.0,24.0,1.0,1.0
29551,490490104102026_0,1.0,2.0,2.0,1.0,1.0
29552,490490102172004_0,1.0,0.0,0.0,1.0,1.0
29553,490490105042069_0,1.0,0.0,0.0,1.0,1.0
29554,490490104081028_0,1.0,12.0,12.0,1.0,1.0
29555,490490103052023_0,1.0,0.0,0.0,1.0,1.0
29556,490490101092029_0,1.0,0.0,0.0,1.0,1.0
29557,490490104062136_0,1.0,0.0,0.0,1.0,1.0
29558,490490105042021_0,1.0,0.0,0.0,1.0,1.0
29559,490490102131001_0,1.0,58.0,63.0,1.0,1.0
29560,490490102122072_0,1.0,0.0,0.0,1.0,1.0
29561,490490101101001_0,1.0,2.0,9.0,1.0,1.0
29562,490490101121038_0,1.0,48.0,54.0,1.0,1.0
29563,490490102181001_0,1.0,0.0,0.0,1.0,1.0
29564,490490103052141_0,1.0,0.0,0.0,1.0,1.0
29565,490490101092012_1,0.4012987031486518,0.0,426.0,0.4012987031486518,1.0
29566,490490101092012_2,0.07107466269558592,0.0,0.0,0.07107466269558592,0.0
29567,490490101092012_3,0.5276266341557623,0.0,0.0,0.5276266341557623,0.0
29568,490490103051033_0,1.0,0.0,0.0,1.0,1.0
29569,490490101091012_0,1.0,1.0,1.0,1.0,1.0
29570,490490102093004_1,0.8701820081547724,4.0,4.0,0.8,0.8
29571,490490102093004_2,0.1298179918452275,1.0,1.0,0.2,0.2
29572,490490101132053_0,1.0,1.0,2.0,1.0,1.0
29573,490490105041018_0,1.0,4.0,4.0,1.0,1.0
29574,490490101091038_1,0.8917119398069606,0.0,0.0,0.8917119398069606,0.8917119398069606
29575,490490101091038_2,0.1082880601930395,0.0,0.0,0.1082880601930395,0.1082880601930395
29576,490490101131072_0,1.0,12.0,12.0,1.0,1.0
29577,490490104062074_0,1.0,0.0,0.0,1.0,1.0
29578,490490104113217_0,1.0,0.0,0.0,1.0,1.0
29579,490490101113038_0,1.0,0.0,1.0,1.0,1.0
29580,490490104113263_0,1.0,0.0,0.0,1.0,1.0
29581,490490102191006_0,1.0,6.0,6.0,1.0,1.0
29582,490490105032050_1,0.7120657159304494,5.0,5.0,0.625,0.625
29583,490490105032050_2,0.28793428406955063,3.0,3.0,0.375,0.375
29584,490490102091005_0,1.0,18.0,20.0,1.0,1.0
29585,490490105042061_1,0.35575919152922975,0.0,0.0,0.35575919152922975,0.35575919152922975
29586,490490105042061_2,0.6442408084707703,0.0,0.0,0.6442408084707703,0.6442408084707703
29587,490490104111230_1,0.5014585022081322,3.0,3.0,0.08823529411764706,0.07894736842105263
29588,490490104111230_2,0.4985414977918679,31.0,35.0,0.9117647058823529,0.9210526315789473
29589,490490102172021_1,0.4833292427122325,0.0,0.0,0.4833292427122325,0.4833292427122325
29590,490490102172021_2,0.5166707572877675,0.0,0.0,0.5166707572877675,0.5166707572877675
29591,490490104072013_1,0.7806500124136446,0.0,0.0,0.7806500124136446,0.7806500124136446
29592,490490104072013_2,0.21934998758635535,0.0,0.0,0.21934998758635535,0.21934998758635535
29593,490490104111222_1,0.7526739903619015,0.0,0.0,0.7526739903619015,0.7526739903619015
29594,490490104111222_2,0.2473260096380986,0.0,0.0,0.2473260096380986,0.2473260096380986
29595,490490102111009_1,0.560801318094327,0.0,0.0,0.560801318094327,0.560801318094327
29596,490490102111009_2,0.43919868190567296,0.0,0.0,0.43919868190567296,0.43919868190567296
29597,490490105041042_0,1.0,1.0,1.0,1.0,1.0
29598,490490101131369_0,1.0,0.0,0.0,1.0,1.0
29599,490490102161020_0,1.0,30.0,33.0,1.0,1.0
29600,490490101093032_1,0.010705884689941493,0.0,0.0,0.0,0.0
29601,490490101093032_2,0.2665185787942715,20.0,46.0,0.9523809523809523,0.9787234042553191
29602,490490101093032_3,0.722775536515787,1.0,1.0,0.047619047619047616,0.02127659574468085
29603,490490104111061_1,0.3635538699596344,0.0,0.0,0.3635538699596344,0.3635538699596344
29604,490490104111061_2,0.6364461300403657,0.0,0.0,0.6364461300403657,0.6364461300403657
29605,490490104113144_1,0.009503852750501002,0.0,0.0,0.009503852750501002,0.009503852750501002
29606,490490104113144_2,0.9904961472494991,0.0,0.0,0.9904961472494991,0.9904961472494991
29607,490490104082006_0,1.0,2.0,2.0,1.0,1.0
29608,490490102151009_0,1.0,24.0,48.0,1.0,1.0
29609,490490104061005_0,1.0,1.0,1.0,1.0,1.0
29610,490490104111317_1,0.10158173469413127,0.0,0.0,0.10158173469413127,0.10158173469413127
29611,490490104111317_2,0.8984182653058687,0.0,0.0,0.8984182653058687,0.8984182653058687
29612,490490101122130_0,1.0,0.0,0.0,1.0,1.0
29613,490490104113000_0,1.0,0.0,0.0,1.0,1.0
29614,490490101131209_0,1.0,0.0,0.0,1.0,1.0
29615,490490102104051_0,1.0,39.0,41.0,1.0,1.0
29616,490490101111025_0,1.0,0.0,0.0,1.0,1.0
29617,490490103031012_0,1.0,12.0,12.0,1.0,1.0
29618,490490105032096_0,1.0,0.0,0.0,1.0,1.0
29619,490490104092004_1,0.6607085096607728,0.0,0.0,0.6607085096607728,0.6607085096607728
29620,490490104092004_2,0.3392914903392273,0.0,0.0,0.3392914903392273,0.3392914903392273
29621,490490104111193_0,1.0,0.0,0.0,1.0,1.0
29622,490490102122025_0,1.0,11.0,48.0,1.0,1.0
29623,490490101092004_0,1.0,0.0,0.0,1.0,1.0
29624,490490102122051_0,1.0,0.0,0.0,1.0,1.0
29625,490490109002489_1,0.5017368419094229,0.0,0.0,0.5017368419094229,0.5017368419094229
29626,490490109002489_2,0.4982631580905771,0.0,0.0,0.4982631580905771,0.4982631580905771
29627,490499801001403_0,1.0,0.0,0.0,1.0,1.0
29628,490572015004000_1,0.5271773693485792,0.0,0.0,0.5271773693485792,0.5271773693485792
29629,490572015004000_2,0.4728226306514208,0.0,0.0,0.4728226306514208,0.4728226306514208
29630,490572101003022_1,0.515449574692685,0.0,0.0,0.515449574692685,0.515449574692685
29631,490572101003022_2,0.48455042530731485,0.0,0.0,0.48455042530731485,0.48455042530731485
29632,490499801001175_0,1.0,0.0,0.0,1.0,1.0
29633,490572011001060_0,1.0,0.0,0.0,1.0,1.0
29634,490490106002675_0,1.0,0.0,0.0,1.0,1.0
29635,490572101002248_0,1.0,0.0,0.0,1.0,1.0
29636,490499801001078_0,1.0,0.0,0.0,1.0,1.0
29637,490490109002109_1,0.37331579574756546,0.0,0.0,0.37331579574756546,0.37331579574756546
29638,490490109002109_2,0.005813258005071648,0.0,0.0,0.005813258005071648,0.005813258005071648
29639,490490109002109_3,0.6208709462473628,0.0,0.0,0.6208709462473628,0.6208709462473628
29640,490490109002726_0,1.0,0.0,0.0,1.0,1.0
29641,490572019001075_0,1.0,0.0,0.0,1.0,1.0
29642,490572003001046_0,1.0,0.0,0.0,1.0,1.0
29643,490572102031027_0,1.0,49.0,90.0,1.0,1.0
29644,490572005005012_0,1.0,28.0,28.0,1.0,1.0
29645,490490106002806_1,0.26018065646467714,0.0,0.0,0.26018065646467714,0.26018065646467714
29646,490490106002806_2,0.7398193435353229,0.0,0.0,0.7398193435353229,0.7398193435353229
29647,490490106001407_1,0.10147895774469326,0.0,0.0,0.10147895774469326,0.10147895774469326
29648,490490106001407_2,0.8985210422553068,0.0,0.0,0.8985210422553068,0.8985210422553068
29649,490490109001476_0,1.0,0.0,0.0,1.0,1.0
29650,490490109002281_1,0.21120034088011172,0.0,0.0,0.21120034088011172,0.21120034088011172
29651,490490109002281_2,0.7887996591198884,0.0,0.0,0.7887996591198884,0.7887996591198884
29652,490490109002259_0,1.0,0.0,0.0,1.0,1.0
29653,490499801001039_0,1.0,0.0,0.0,1.0,1.0
29654,490572009003003_0,1.0,45.0,45.0,1.0,1.0
29655,490490106001378_0,1.0,0.0,0.0,1.0,1.0
29656,490490105061007_0,1.0,1.0,1.0,1.0,1.0
29657,490572018001025_0,1.0,1.0,1.0,1.0,1.0
29658,490490109002880_1,0.29287812516792794,0.0,0.0,0.29287812516792794,0.29287812516792794
29659,490490109002880_2,0.7071218748320721,0.0,0.0,0.7071218748320721,0.7071218748320721
29660,490572101001063_0,1.0,0.0,0.0,1.0,1.0
29661,490490106002055_0,1.0,0.0,0.0,1.0,1.0
29662,490572101001471_0,1.0,0.0,0.0,1.0,1.0
29663,490572101002103_1,0.9962806162394937,0.0,0.0,0.9962806162394937,0.9962806162394937
29664,490572101002103_2,0.0037193837605062874,0.0,0.0,0.0037193837605062874,0.0037193837605062874
29665,490490106001551_0,1.0,0.0,0.0,1.0,1.0
29666,490490105051016_0,1.0,0.0,0.0,1.0,1.0
29667,490499801001119_0,1.0,0.0,0.0,1.0,1.0
29668,490572003001000_1,0.9017337496162118,0.0,0.0,0.9017337496162118,0.9017337496162118
29669,490572003001000_2,0.09826625038378824,0.0,0.0,0.09826625038378824,0.09826625038378824
29670,490490109001409_0,1.0,0.0,0.0,1.0,1.0
29671,490490109001242_1,0.7765881046402372,0.0,0.0,0.7765881046402372,0.7765881046402372
29672,490490109001242_2,0.22341189535976283,0.0,0.0,0.22341189535976283,0.22341189535976283
29673,490572003001008_1,0.4352787247533283,0.0,0.0,0.4352787247533283,0.4352787247533283
29674,490572003001008_2,0.5647212752466718,0.0,0.0,0.5647212752466718,0.5647212752466718
29675,490572012001006_0,1.0,24.0,24.0,1.0,1.0
29676,490572011001067_0,1.0,0.0,0.0,1.0,1.0
29677,490572101001002_0,1.0,0.0,0.0,1.0,1.0
29678,490572103031041_0,1.0,17.0,17.0,1.0,1.0
29679,490572019001149_0,1.0,0.0,0.0,1.0,1.0
29680,490490109002346_0,1.0,0.0,0.0,1.0,1.0
29681,490572015002000_0,1.0,42.0,42.0,1.0,1.0
29682,490572012002000_0,1.0,138.0,138.0,1.0,1.0
29683,490572005003034_0,1.0,78.0,78.0,1.0,1.0
29684,490572101001250_0,1.0,0.0,0.0,1.0,1.0
29685,490572101003012_1,0.24270678392605707,0.0,0.0,0.24270678392605707,0.24270678392605707
29686,490572101003012_2,0.7572932160739428,0.0,0.0,0.7572932160739428,0.7572932160739428
29687,490490109002398_0,1.0,0.0,0.0,1.0,1.0
29688,490572103023024_0,1.0,2.0,2.0,1.0,1.0
29689,490572102032002_1,0.38494687818989887,29.0,29.0,0.47540983606557374,0.47540983606557374
29690,490572102032002_2,0.6150531218101012,32.0,32.0,0.5245901639344263,0.5245901639344263
29691,490572101001440_0,1.0,0.0,0.0,1.0,1.0
29692,490490105061030_1,0.7100966244567444,53.0,58.0,1.0,1.0
29693,490490105061030_2,0.2899033755432556,0.0,0.0,0.0,0.0
29694,490572101001228_0,1.0,0.0,0.0,1.0,1.0
29695,490572002041018_0,1.0,0.0,0.0,1.0,1.0
29696,490499801001022_1,0.6955249873305019,0.0,0.0,0.6955249873305019,0.6955249873305019
29697,490499801001022_2,0.30447501266949817,0.0,0.0,0.30447501266949817,0.30447501266949817
29698,490490105053010_0,1.0,9.0,9.0,1.0,1.0
29699,490572101001287_0,1.0,0.0,0.0,1.0,1.0
29700,490490106001670_0,1.0,0.0,0.0,1.0,1.0
29701,490572003002029_0,1.0,1.0,1.0,1.0,1.0
29702,490572020003001_0,1.0,0.0,0.0,1.0,1.0
29703,490490106002119_0,1.0,6.0,7.0,1.0,1.0
29704,490572007001027_0,1.0,21.0,21.0,1.0,1.0
29705,490572004001003_0,1.0,12.0,12.0,1.0,1.0
29706,490490105061024_0,1.0,10.0,35.0,1.0,1.0
29707,490490106001346_0,1.0,0.0,0.0,1.0,1.0
29708,490499801001396_0,1.0,0.0,0.0,1.0,1.0
29709,490572020002028_0,1.0,19.0,19.0,1.0,1.0
29710,490572101003061_0,1.0,0.0,0.0,1.0,1.0
29711,490572017001006_0,1.0,82.0,82.0,1.0,1.0
29712,490490109001266_1,0.36959332019656593,0.0,0.0,0.36959332019656593,0.36959332019656593
29713,490490109001266_2,0.5236813674412817,0.0,0.0,0.5236813674412817,0.5236813674412817
29714,490490109001266_3,0.10672531236215231,0.0,0.0,0.10672531236215231,0.10672531236215231
29715,490490106001370_0,1.0,0.0,0.0,1.0,1.0
29716,490490105061073_0,1.0,0.0,0.0,1.0,1.0
29717,490490106001610_0,1.0,0.0,0.0,1.0,1.0
29718,490572006002008_0,1.0,27.0,27.0,1.0,1.0
29719,490572007001006_0,1.0,0.0,0.0,1.0,1.0
29720,490572008001001_0,1.0,25.0,25.0,1.0,1.0
29721,490490106002023_0,1.0,1.0,6.0,1.0,1.0
29722,490572004002018_0,1.0,22.0,23.0,1.0,1.0
29723,490490106002776_0,1.0,0.0,0.0,1.0,1.0
29724,490572101001366_1,0.01849557689744311,0.0,0.0,0.01849557689744311,0.01849557689744311
29725,490572101001366_2,0.9815044231025568,0.0,0.0,0.9815044231025568,0.9815044231025568
29726,490572103031005_0,1.0,13.0,13.0,1.0,1.0
29727,490572101001353_0,1.0,0.0,0.0,1.0,1.0
29728,490572102012010_0,1.0,9.0,9.0,1.0,1.0
29729,490572004001026_0,1.0,5.0,5.0,1.0,1.0
29730,490490106001383_1,0.15116798601417444,3.0,3.0,1.0,1.0
29731,490490106001383_2,0.8488320139858255,0.0,0.0,0.0,0.0
29732,490572101001405_0,1.0,0.0,0.0,1.0,1.0
29733,490572101002133_0,1.0,0.0,3.0,1.0,1.0
29734,490572101003053_0,1.0,0.0,0.0,1.0,1.0
29735,490490106002083_0,1.0,0.0,0.0,1.0,1.0
29736,490490106002127_0,1.0,0.0,0.0,1.0,1.0
29737,490490106001101_1,0.7258375137091775,0.0,0.0,0.7258375137091775,0.7258375137091775
29738,490490106001101_2,0.2741624862908224,0.0,0.0,0.2741624862908224,0.2741624862908224
29739,490572008003008_0,1.0,31.0,31.0,1.0,1.0
29740,490490106001152_1,0.48436910268559463,0.0,0.0,0.48436910268559463,0.48436910268559463
29741,490490106001152_2,0.5156308973144055,0.0,0.0,0.5156308973144055,0.5156308973144055
29742,490572101002107_0,1.0,0.0,0.0,1.0,1.0
29743,490490107001002_0,1.0,5.0,5.0,1.0,1.0
29744,490572102032021_0,1.0,17.0,17.0,1.0,1.0
29745,490490109002016_0,1.0,0.0,0.0,1.0,1.0
29746,490572019001167_0,1.0,0.0,0.0,1.0,1.0
29747,490572001003010_0,1.0,81.0,81.0,1.0,1.0
29748,490572013012006_0,1.0,59.0,66.0,1.0,1.0
29749,490490106001361_1,0.711882592579623,0.0,0.0,0.711882592579623,0.711882592579623
29750,490490106001361_2,0.2881174074203769,0.0,0.0,0.2881174074203769,0.2881174074203769
29751,490490109002745_0,1.0,0.0,0.0,1.0,1.0
29752,490572003002001_0,1.0,27.0,27.0,1.0,1.0
29753,490490106002747_0,1.0,0.0,0.0,1.0,1.0
29754,490572101001191_0,1.0,0.0,0.0,1.0,1.0
29755,490572005003001_0,1.0,29.0,29.0,1.0,1.0
29756,490572013021010_0,1.0,31.0,32.0,1.0,1.0
29757,490572101001348_0,1.0,0.0,0.0,1.0,1.0
29758,490490106001626_0,1.0,0.0,0.0,1.0,1.0
29759,490490109002702_0,1.0,0.0,0.0,1.0,1.0
29760,490490107002033_0,1.0,2.0,2.0,1.0,1.0
29761,490572014002006_0,1.0,24.0,24.0,1.0,1.0
29762,490490105061036_0,1.0,1.0,2.0,1.0,1.0
29763,490499801001105_0,1.0,0.0,0.0,1.0,1.0
29764,490572018002008_0,1.0,12.0,12.0,1.0,1.0
29765,490572101001326_0,1.0,0.0,0.0,1.0,1.0
29766,490572101002005_1,0.5171960008286176,0.0,0.0,0.5171960008286176,0.5171960008286176
29767,490572101002005_2,0.48280399917138234,0.0,0.0,0.48280399917138234,0.48280399917138234
29768,490572015003013_0,1.0,0.0,0.0,1.0,1.0
29769,490572103023034_0,1.0,35.0,35.0,1.0,1.0
29770,490490109002778_0,1.0,0.0,0.0,1.0,1.0
29771,490572101003070_0,1.0,0.0,0.0,1.0,1.0
29772,490490106002038_0,1.0,0.0,0.0,1.0,1.0
29773,490499801001087_0,1.0,0.0,0.0,1.0,1.0
29774,490490109002436_1,0.5002066043233395,0.0,0.0,0.5002066043233395,0.5002066043233395
29775,490490109002436_2,0.12356240753149766,0.0,0.0,0.12356240753149766,0.12356240753149766
29776,490490109002436_3,0.37623098814516276,0.0,0.0,0.37623098814516276,0.37623098814516276
29777,490490106002543_0,1.0,0.0,0.0,1.0,1.0
29778,490572101001255_0,1.0,0.0,0.0,1.0,1.0
29779,490572002041029_0,1.0,118.0,118.0,1.0,1.0
29780,490490109002242_1,0.0013582663642552196,0.0,0.0,0.0013582663642552196,0.0013582663642552196
29781,490490109002242_2,0.9986417336357448,0.0,0.0,0.9986417336357448,0.9986417336357448
29782,490490109002169_1,0.4304188422500739,0.0,0.0,0.4304188422500739,0.4304188422500739
29783,490490109002169_2,0.5695811577499261,0.0,0.0,0.5695811577499261,0.5695811577499261
29784,490572101001267_0,1.0,0.0,0.0,1.0,1.0
29785,490490107002010_0,1.0,44.0,44.0,1.0,1.0
29786,490572002041006_0,1.0,1.0,1.0,1.0,1.0
29787,490490109001332_0,1.0,0.0,0.0,1.0,1.0
29788,490572004002010_0,1.0,28.0,28.0,1.0,1.0
29789,490490106002711_0,1.0,0.0,0.0,1.0,1.0
29790,490572101002032_0,1.0,0.0,0.0,1.0,1.0
29791,490572019001054_1,0.7193285036825169,0.0,0.0,0.7193285036825169,0.7193285036825169
29792,490572019001054_2,0.2806714963174831,0.0,0.0,0.2806714963174831,0.2806714963174831
29793,490572101002188_0,1.0,0.0,0.0,1.0,1.0
29794,490490106002769_0,1.0,0.0,0.0,1.0,1.0
29795,490490106001228_0,1.0,0.0,0.0,1.0,1.0
29796,490572101002203_0,1.0,0.0,0.0,1.0,1.0
29797,490490105061052_0,1.0,0.0,0.0,1.0,1.0
29798,490490106001737_0,1.0,0.0,0.0,1.0,1.0
29799,490490105051045_0,1.0,14.0,14.0,1.0,1.0
29800,490490106001793_0,1.0,0.0,0.0,1.0,1.0
29801,490572101002193_0,1.0,0.0,0.0,1.0,1.0
29802,490572101001149_0,1.0,0.0,0.0,1.0,1.0
29803,490572006001011_0,1.0,13.0,13.0,1.0,1.0
29804,490572004002004_0,1.0,47.0,47.0,1.0,1.0
29805,490572016004007_0,1.0,14.0,14.0,1.0,1.0
29806,490490106001867_0,1.0,26.0,26.0,1.0,1.0
29807,490572001001003_0,1.0,42.0,42.0,1.0,1.0
29808,490490106001586_0,1.0,0.0,0.0,1.0,1.0
29809,490572103031002_0,1.0,0.0,0.0,1.0,1.0
29810,490572101002175_0,1.0,0.0,0.0,1.0,1.0
29811,490572102041036_0,1.0,0.0,0.0,1.0,1.0
29812,490490109002738_0,1.0,0.0,0.0,1.0,1.0
29813,490490109002197_1,0.3582608943491863,0.0,0.0,0.3582608943491863,0.3582608943491863
29814,490490109002197_2,0.6417391056508138,0.0,0.0,0.6417391056508138,0.6417391056508138
29815,490490109002757_0,1.0,0.0,0.0,1.0,1.0
29816,490490109002789_1,0.8519524965492016,0.0,0.0,0.8519524965492016,0.8519524965492016
29817,490490109002789_2,0.14804750345079842,0.0,0.0,0.14804750345079842,0.14804750345079842
29818,490572002032013_0,1.0,12.0,12.0,1.0,1.0
29819,490572101002214_0,1.0,0.0,0.0,1.0,1.0
29820,490490106002469_0,1.0,1.0,30.0,1.0,1.0
29821,490490106001023_0,1.0,0.0,0.0,1.0,1.0
29822,490490106002443_0,1.0,3.0,4.0,1.0,1.0
29823,490490109002603_1,0.05421361534936893,0.0,0.0,0.05421361534936893,0.05421361534936893
29824,490490109002603_2,0.945786384650631,0.0,0.0,0.945786384650631,0.945786384650631
29825,490572101003034_0,1.0,0.0,0.0,1.0,1.0
29826,490572101003085_0,1.0,0.0,0.0,1.0,1.0
29827,490490106002078_0,1.0,0.0,0.0,1.0,1.0
29828,490572020002007_0,1.0,36.0,37.0,1.0,1.0
29829,490490109002019_1,0.09041822524523808,0.0,0.0,0.09041822524523808,0.09041822524523808
29830,490490109002019_2,0.9095817747547619,0.0,0.0,0.9095817747547619,0.9095817747547619
29831,490572103023000_0,1.0,13.0,13.0,1.0,1.0
29832,490499801001049_0,1.0,0.0,0.0,1.0,1.0
29833,490490106001889_0,1.0,0.0,0.0,1.0,1.0
29834,490572002031000_0,1.0,35.0,35.0,1.0,1.0
29835,490572101003079_0,1.0,0.0,0.0,1.0,1.0
29836,490490105051009_0,1.0,0.0,0.0,1.0,1.0
29837,490572101001275_0,1.0,0.0,0.0,1.0,1.0
29838,490490105053021_0,1.0,16.0,16.0,1.0,1.0
29839,490490105052005_0,1.0,0.0,0.0,1.0,1.0
29840,490490106002096_0,1.0,27.0,27.0,1.0,1.0
29841,490572007001014_1,0.8421980756095311,0.0,0.0,0.0,0.0
29842,490572007001014_2,0.15780192439046892,2.0,2.0,1.0,1.0
29843,490572012002015_0,1.0,7.0,7.0,1.0,1.0
29844,490572002033006_0,1.0,16.0,16.0,1.0,1.0
29845,490490106002363_0,1.0,0.0,0.0,1.0,1.0
29846,490490106001939_0,1.0,0.0,0.0,1.0,1.0
29847,490490106002033_0,1.0,0.0,0.0,1.0,1.0
29848,490490106002172_0,1.0,0.0,0.0,1.0,1.0
29849,490572101001302_0,1.0,0.0,0.0,1.0,1.0
29850,490572003001054_0,1.0,0.0,0.0,1.0,1.0
29851,490490106001263_0,1.0,0.0,0.0,1.0,1.0
29852,490572102042027_0,1.0,26.0,26.0,1.0,1.0
29853,490572005002008_0,1.0,40.0,40.0,1.0,1.0
29854,490572101001336_0,1.0,0.0,0.0,1.0,1.0
29855,490572101003038_0,1.0,0.0,0.0,1.0,1.0
29856,490572018002000_0,1.0,36.0,36.0,1.0,1.0
29857,490490105051029_0,1.0,1.0,72.0,1.0,1.0
29858,490572020001019_0,1.0,8.0,8.0,1.0,1.0
29859,490572007002001_1,0.6144930709122011,67.0,69.0,1.0,1.0
29860,490572007002001_2,0.38550692908779904,0.0,0.0,0.0,0.0
29861,490490109001139_1,0.6667849574697451,0.0,0.0,0.6667849574697451,0.6667849574697451
